lineage	nuc_muts	spike_muts	s1_muts	s2_muts	ntd_muts	rbd_muts	orf1ab_muts	accessory_muts
JD.1.1.2	107.	39.	39.	0.	8.	26.	16.	12.
JD.1.1.3	108.	39.	39.	0.	8.	27.	17.	13.
JD.1.1.4	110.	39.	39.	0.	8.	26.	16.	13.
JD.1.1.5	110.	39.	39.	0.	8.	26.	16.	12.
JD.1.1.6	107.	39.	39.	0.	9.	26.	16.	12.
JD.1.1.7	106.	38.	38.	0.	8.	26.	17.	12.
JD.1.1.8	106.	38.	38.	0.	8.	26.	17.	12.
JD.1.2	104.	37.	37.	0.	8.	25.	15.	11.
JD.1.2.1	114.	38.	38.	0.	8.	25.	16.	13.
JD.1.2.2	107.	37.	37.	0.	8.	25.	15.	11.
JD.2	99.	35.	35.	0.	8.	23.	16.	11.
JD.2.1	104.	36.	36.	0.	8.	23.	17.	11.
JE.1	108.	39.	39.	0.	9.	26.	19.	12.
JE.1.1	109.	40.	40.	0.	10.	26.	19.	12.
JE.1.1.1	110.	40.	40.	0.	10.	26.	19.	12.
JF.1	107.	39.	39.	0.	9.	26.	17.	11.
JF.1.1	109.	39.	39.	0.	9.	26.	18.	11.
JF.1.1.1	112.	40.	40.	0.	9.	27.	19.	11.
JF.1.1.2	110.	39.	39.	0.	9.	26.	18.	11.
JF.2	109.	39.	39.	0.	9.	25.	18.	12.
JF.3	112.	40.	40.	0.	10.	26.	19.	11.
JF.4	108.	38.	38.	0.	9.	25.	18.	12.
JG.1	107.	37.	37.	0.	9.	24.	20.	11.
JG.2	107.	38.	38.	0.	10.	24.	20.	11.
JG.3	109.	38.	38.	0.	9.	25.	21.	11.
JG.3.1	112.	39.	39.	0.	9.	25.	22.	12.
JG.3.2	111.	39.	39.	0.	9.	26.	21.	11.
JG.3.3	111.	39.	39.	0.	10.	25.	21.	11.
JG.3.4	112.	39.	39.	0.	9.	26.	21.	11.
JG.4	107.	37.	37.	0.	9.	24.	20.	11.
JH.1	105.	47.	47.	0.	14.	27.	16.	13.
JH.2	109.	45.	45.	0.	13.	27.	19.	13.
JJ.1	109.	38.	38.	0.	9.	25.	20.	13.
JK.1	96.	37.	37.	0.	9.	24.	15.	12.
JL.1	116.	48.	48.	0.	17.	26.	22.	11.
JM.1	110.	40.	40.	0.	11.	25.	18.	11.
JM.2	109.	40.	40.	0.	11.	25.	17.	11.
JN.1	129.	60.	60.	0.	20.	32.	19.	14.
JN.10	125.	60.	60.	0.	20.	32.	18.	13.
JN.1.1	130.	60.	60.	0.	20.	32.	20.	14.
JN.11	124.	59.	59.	0.	20.	31.	18.	13.
JN.1.10	129.	61.	61.	0.	21.	32.	19.	14.
JN.1.1.1	132.	61.	61.	0.	20.	32.	20.	14.
JN.1.11	130.	60.	60.	0.	20.	32.	19.	14.
JN.11.1	127.	60.	60.	0.	20.	32.	18.	13.
JN.1.1.10	132.	60.	60.	0.	20.	32.	20.	14.
JN.1.11.1	132.	61.	61.	0.	20.	33.	20.	14.
JN.1.1.2	132.	61.	61.	0.	21.	32.	20.	14.
JN.1.12	131.	61.	61.	0.	20.	33.	19.	15.
JN.1.1.3	131.	61.	61.	0.	20.	33.	20.	14.
JN.1.13	131.	60.	60.	0.	20.	32.	19.	14.
JN.1.13.1	133.	62.	62.	0.	21.	33.	19.	14.
JN.1.1.4	132.	60.	60.	0.	20.	32.	20.	14.
JN.1.14	131.	61.	61.	0.	20.	33.	19.	14.
JN.1.1.5	132.	61.	61.	0.	20.	33.	20.	14.
JN.1.15	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.15.1	134.	61.	61.	0.	20.	33.	19.	15.
JN.1.1.6	131.	61.	61.	0.	20.	33.	20.	14.
JN.1.16	129.	61.	61.	0.	20.	33.	19.	14.
JN.1.16.1	130.	62.	62.	0.	20.	34.	19.	14.
JN.1.16.2	130.	61.	61.	0.	20.	33.	19.	14.
JN.1.16.3	130.	62.	62.	0.	20.	33.	19.	14.
JN.1.16.4	135.	62.	62.	0.	20.	34.	20.	15.
JN.1.16.5	132.	63.	63.	0.	21.	34.	19.	14.
JN.1.1.7	131.	61.	61.	0.	21.	32.	20.	14.
JN.1.17	131.	61.	61.	0.	21.	32.	19.	14.
JN.1.1.8	134.	62.	62.	0.	20.	34.	21.	14.
JN.1.18	129.	61.	61.	0.	20.	33.	19.	14.
JN.1.18.1	130.	62.	62.	0.	21.	33.	19.	14.
JN.1.18.2	132.	62.	62.	0.	21.	33.	19.	14.
JN.1.18.3	130.	62.	62.	0.	20.	34.	19.	14.
JN.1.18.4	132.	62.	62.	0.	20.	34.	19.	15.
JN.1.18.5	130.	62.	62.	0.	20.	34.	19.	14.
JN.1.18.6	131.	63.	63.	0.	21.	34.	19.	14.
JN.1.18.7	133.	63.	63.	0.	22.	33.	19.	14.
JN.1.18.8	135.	61.	61.	0.	20.	33.	21.	14.
JN.1.1.9	132.	60.	60.	0.	20.	32.	20.	14.
JN.1.19	130.	60.	60.	0.	20.	32.	19.	15.
JN.1.2	130.	60.	60.	0.	20.	32.	20.	14.
JN.12	125.	60.	60.	0.	20.	32.	19.	13.
JN.1.20	129.	61.	61.	0.	21.	32.	19.	14.
JN.1.2.1	132.	60.	60.	0.	20.	32.	20.	14.
JN.1.21	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.22	131.	60.	60.	0.	20.	32.	20.	14.
JN.1.23	133.	62.	62.	0.	20.	34.	21.	14.
JN.1.23.1	138.	63.	63.	0.	21.	34.	22.	14.
JN.1.24	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.24.1	130.	61.	61.	0.	20.	33.	19.	14.
JN.1.25	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.25.1	131.	61.	61.	0.	20.	33.	19.	14.
JN.1.26	130.	61.	61.	0.	20.	33.	19.	14.
JN.1.27	133.	61.	61.	0.	21.	32.	19.	14.
JN.1.28	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.28.1	133.	60.	60.	0.	20.	32.	20.	14.
JN.1.29	130.	60.	60.	0.	20.	32.	20.	14.
JN.1.29.1	131.5	61.	61.	0.	20.	33.	20.	14.
JN.1.3	129.	60.	60.	0.	20.	32.	19.	15.
JN.13	124.	59.	59.	0.	20.	31.	18.	13.
JN.1.30	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.30.1	132.	61.	61.	0.	20.	33.	19.	14.
JN.1.31	131.	60.	60.	0.	20.	32.	19.	15.
JN.13.1	125.	60.	60.	0.	20.	32.	18.	13.
JN.1.32	129.	61.	61.	0.	20.	32.	19.	14.
JN.1.32.1	130.	62.	62.	0.	21.	32.	19.	14.
JN.1.34	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.35	130.	61.	61.	0.	20.	32.	19.	14.
JN.1.36	130.	61.	61.	0.	20.	32.	19.	14.
JN.1.36.1	131.	62.	62.	0.	20.	32.	19.	14.
JN.1.37	129.	61.	61.	0.	20.	32.	19.	14.
JN.1.38	129.	60.	60.	0.	20.	32.	20.	14.
JN.1.38.1	132.	61.	61.	0.	21.	32.	20.	15.
JN.1.39	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.39.1	134.	62.	62.	0.	20.	34.	20.	15.
JN.1.39.2	131.	61.	61.	0.	20.	33.	19.	14.
JN.1.39.3	132.	61.	61.	0.	21.	32.	19.	14.
JN.1.4	129.	60.	60.	0.	20.	32.	20.	14.
JN.14	126.	60.	60.	0.	20.	31.	18.	13.
JN.1.40	129.	61.	61.	0.	21.	32.	19.	14.
JN.1.4.1	130.	61.	61.	0.	20.	32.	20.	14.
JN.1.41	132.	60.	60.	0.	20.	32.	19.	14.
JN.1.4.2	131.	61.	61.	0.	21.	32.	20.	14.
JN.1.42	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.42.1	131.	61.	61.	0.	21.	32.	19.	14.
JN.1.42.2	131.	61.	61.	0.	20.	33.	19.	14.
JN.1.4.3	130.	61.	61.	0.	20.	32.	20.	14.
JN.1.43	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.43.1	132.	60.	60.	0.	20.	32.	19.	14.
JN.1.4.4	131.	61.	61.	0.	20.	33.	20.	14.
JN.1.44	129.	60.	60.	0.	20.	32.	19.	15.
JN.1.44.1	130.	61.	61.	0.	20.	33.	19.	15.
JN.1.4.5	131.	60.	60.	0.	20.	32.	20.	15.
JN.1.45	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.4.6	131.	61.	61.	0.	20.	32.	20.	14.
JN.1.46	130.	60.	60.	0.	20.	32.	20.	14.
JN.1.4.7	130.	60.	60.	0.	20.	32.	20.	15.
JN.1.47	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.47.1	131.	61.	61.	0.	21.	32.	19.	14.
JN.1.47.2	133.	62.	62.	0.	20.	32.	20.	14.
JN.1.4.8	131.	61.	61.	0.	21.	32.	20.	14.
JN.1.48	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.48.1	137.	63.	63.	0.	21.	34.	19.	15.
JN.1.48.2	134.	61.	61.	0.	20.	33.	20.	14.
JN.1.48.3	137.	63.	63.	0.	21.	34.	20.	15.
JN.1.4.9	131.	61.	61.	0.	20.	33.	20.	14.
JN.1.49	129.	60.	60.	0.	20.	32.	19.	15.
JN.1.49.1	131.	61.	61.	0.	20.	33.	19.5	15.
JN.1.49.2	130.	61.	61.	0.	20.	33.	19.	15.
JN.1.5	131.	60.	60.	0.	20.	32.	20.	14.
JN.15	125.	59.	59.	0.	20.	31.	18.	13.
JN.1.50	134.	64.	64.	0.	22.	34.	19.	14.
JN.1.50.1	137.	65.	65.	0.	22.	35.	19.	14.
JN.1.50.2	136.	64.	64.	0.	22.	34.	20.	14.
JN.1.51	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.51.1	130.	61.	61.	0.	20.	33.	19.	14.
JN.1.52	129.	60.	60.	0.	20.	32.	20.	14.
JN.1.53	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.53.1	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.54	130.	60.	60.	0.	20.	32.	19.	14.
JN.1.54.1	138.	62.	62.	0.	20.	34.	21.	14.
JN.1.55	129.	60.	60.	0.	20.	32.	20.	14.
JN.1.55.1	132.	61.	61.	0.	20.	33.	21.	14.
JN.1.55.2	131.	61.	61.	0.	20.	33.	21.	14.
JN.1.56	129.	60.	60.	0.	20.	32.	19.	15.
JN.1.56.1	136.	64.	64.	0.	21.	35.	20.	15.
JN.1.57	131.	60.	60.	0.	20.	32.	20.	14.
JN.1.57.1	133.	61.	61.	0.	21.	32.	21.	14.
JN.1.58	129.	60.	60.	0.	20.	32.	20.	14.
JN.1.58.1	131.	61.	61.	0.	21.	32.	20.	14.
JN.1.58.2	130.	61.	61.	0.	20.	33.	20.	14.
JN.1.58.3	130.	61.	61.	0.	21.	32.	20.	14.
JN.1.59	129.	60.	60.	0.	20.	32.	20.	14.
JN.1.59.1	137.	62.	62.	0.	21.	33.	21.	14.
JN.1.6	129.	60.	60.	0.	20.	32.	19.	14.
JN.16	124.	59.	59.	0.	20.	31.	18.	14.
JN.1.60	129.	60.	60.	0.	20.	32.	19.	14.
JN.1.6.1	131.	61.	61.	0.	20.	33.	19.	14.
JN.1.61	129.	61.	61.	0.	20.	33.	19.	14.
JN.1.62	133.	63.	63.	0.	21.	33.	19.	14.
JN.1.63	129.	60.	60.	0.	20.	32.	20.	14.
JN.1.63.1	131.	60.	60.	0.	20.	32.	22.	14.
JN.1.64	129.	60.	60.	0.	20.	32.	20.	14.
JN.1.64.1	130.	61.	61.	0.	20.	33.	20.	14.
JN.1.65	133.	61.	61.	0.	20.	32.	20.	15.
JN.1.65.1	137.	62.	62.	0.	20.	33.	20.	15.
JN.1.66	138.	62.	62.	0.	20.	34.	21.	15.
JN.1.67	129.	60.	60.	0.	20.	32.	19.	15.
JN.1.67.1	131.	61.	61.	0.	20.	33.	19.	15.
JN.1.7	131.	61.	61.	0.	20.	32.	19.	14.
JN.17	125.	59.	59.	0.	20.	31.	18.	13.
JN.1.7.1	132.	62.	62.	0.	20.	33.	19.	14.
JN.1.7.2	132.	61.	61.	0.	20.	32.	20.	14.
JN.1.7.3	134.	62.	62.	0.	20.	33.	19.	14.
JN.1.7.4	132.	62.	62.	0.	20.	33.	19.	14.
JN.1.7.5	132.	61.	61.	0.	20.	32.	20.	14.
JN.1.7.6	136.	62.	62.	0.	21.	32.	20.	14.
JN.1.7.7	132.	61.	61.	0.	20.	32.	20.	14.
JN.1.7.8	134.	62.	62.	0.	20.	33.	19.	14.
JN.1.7.9	135.	62.	62.	0.	20.	33.	20.	14.
JN.1.8	129.5	60.	60.	0.	20.	32.	19.	15.
JN.18	124.	59.	59.	0.	20.	31.	18.	13.
JN.1.8.1	131.	61.	61.	0.	20.	32.	19.	15.
JN.1.8.2	131.	61.	61.	0.	20.	33.	19.	15.
JN.1.8.3	132.	60.	60.	0.	20.	32.	19.	15.
JN.1.8.4	131.	60.	60.	0.	20.	32.	19.	15.
JN.1.9	129.	61.	61.	0.	21.	32.	19.	14.
JN.19	124.	59.	59.	0.	20.	31.	18.	13.
JN.1.9.1	131.	62.	62.	0.	21.	32.	20.	14.
JN.1.9.2	130.	62.	62.	0.	21.	33.	19.	14.
JN.2	124.	59.	59.	0.	20.	31.	19.	13.
JN.2.1	125.	60.	60.	0.	21.	31.	19.	13.
JN.2.2	128.	60.	60.	0.	20.	31.	20.	14.
JN.2.2.1	130.	61.	61.	0.	20.	32.	21.	14.
JN.2.3	125.	60.	60.	0.	21.	31.	19.	13.
JN.2.4	127.	60.	60.	0.	21.	31.	19.	13.
JN.2.5	126.	60.	60.	0.	20.	32.	19.	13.
JN.3	125.	59.	59.	0.	20.	31.	19.	13.
JN.3.1	127.	59.	59.	0.	20.	31.	19.	14.
JN.3.2	128.	59.	59.	0.	20.	31.	20.	14.
JN.3.2.1	132.	60.	60.	0.	20.	32.	20.	15.
JN.3.3	128.	59.	59.	0.	20.	31.	19.	13.
JN.4	123.	60.	60.	0.	20.	32.	18.	13.
JN.5	124.	59.	59.	0.	20.	31.	18.	14.
JN.5.1	132.	60.	60.	0.	20.	32.	18.	14.
JN.6	124.	60.	60.	0.	21.	31.	18.	13.
JN.7	126.	60.	60.	0.	20.	31.	18.	13.
JN.8	125.	60.	60.	0.	21.	31.	18.	14.
JN.9	124.	59.	59.	0.	20.	31.	18.	13.
JP.1	108.	49.	49.	0.	18.	27.	24.	10.
JP.1.1	115.	49.	49.	0.	18.	27.	25.	12.
JQ.1	125.	60.	60.	0.	21.	31.	17.	13.
JQ.2	126.	60.	60.	0.	20.	32.	17.	13.
JQ.2.1	130.	61.	61.	0.	20.	33.	18.	13.
JQ.2.1.1	134.	62.	62.	0.	20.	34.	19.	14.
JQ.2.1.2	137.	62.	62.	0.	20.	33.	20.	13.
JR.1	107.	39.	39.	0.	10.	25.	19.	12.
JR.1.1	111.	40.	40.	0.	10.	26.	21.	12.
JR.1.1.1	113.	41.	41.	0.	10.	27.	22.	12.
JS.1	98.	37.	37.	0.	9.	24.	18.	11.
JS.2	99.	37.	37.	0.	8.	25.	19.	11.
JT.1	88.	33.	33.	0.	9.	20.	19.	9.
JU.1	102.	40.	40.	0.	10.	26.	17.	12.
JV.1	116.	50.	50.	0.	17.	29.	25.	12.
JV.2	118.	49.	49.	0.	17.	28.	26.	12.
JW.1	101.	38.	38.	0.	8.	26.	18.	11.
JW.1.1	103.	39.	39.	0.	9.	26.	19.	11.
JY.1	105.	39.	39.	0.	9.	25.	20.	11.
JY.1.1	107.	39.	39.	0.	9.	25.	20.	12.
JZ.1	96.	36.	36.	0.	8.	24.	16.	11.
KA.1	101.	38.	38.	0.	9.	24.	16.	12.
KB.1	108.	39.	39.	0.	9.	25.	19.	11.
KB.2	109.	39.	39.	0.	10.	25.	19.	11.
KB.3	109.	39.	39.	0.	10.	25.	19.	11.
KB.4	109.	39.	39.	0.	10.	25.	19.	11.
KC.1	109.	39.	39.	0.	8.	26.	21.	11.
KC.1.1	112.	39.	39.	0.	8.	26.	21.	11.
KD.1	79.	31.	31.	0.	9.	18.	20.	10.
KD.2	84.	30.	30.	0.	9.	17.	22.	11.
KD.3	80.	30.	30.	0.	9.	17.	20.	10.
KD.4	82.	30.	30.	0.	9.	17.	23.	10.
KE.1	121.	42.	42.	0.	10.	27.	19.	16.
KE.2	121.	41.	41.	0.	9.	27.	20.	14.
KE.3	118.	41.	41.	0.	9.	27.	21.	14.
KF.1	114.	39.	39.	0.	9.	26.	25.	11.
KF.2	113.	39.	39.	0.	9.	26.	24.	11.
KG.1	113.	50.	50.	0.	18.	28.	23.	13.
KG.2	119.	52.	52.	0.	19.	29.	25.	13.
KH.1	115.	41.	41.	0.	10.	26.	20.	14.
KJ.1	114.	39.	39.	0.	9.	25.	18.	12.
KK.1	108.	38.	38.	0.	8.	26.	18.	12.
KK.2	107.	39.	39.	0.	8.	27.	17.	12.
KL.1	115.	40.	40.	0.	10.	26.	22.	11.
KL.1.1	118.	40.	40.	0.	10.	26.	23.	12.
KM.1	102.	38.	38.	0.	10.	24.	16.	14.
KN.1	114.	39.	39.	0.	9.	26.	18.	14.
KN.1.1	118.	40.	40.	0.	9.	27.	19.	14.
KP.1	133.	61.	61.	0.	20.	33.	20.	14.
KP.1.1	134.	62.	62.	0.	20.	34.	20.	14.
KP.1.1.1	136.	63.	63.	0.	21.	34.	21.	14.
KP.1.1.2	136.	62.	62.	0.	20.	34.	20.	14.
KP.1.1.3	135.	62.	62.	0.	20.	34.	20.	14.
KP.1.1.4	137.	63.	63.	0.	21.	34.	20.	14.
KP.1.1.5	135.	63.	63.	0.	21.	34.	20.	14.
KP.1.2	135.	62.	62.	0.	20.	33.	20.	14.
KP.2	133.	62.	62.	0.	20.	34.	20.	14.
KP.2.1	135.	62.	62.	0.	20.	34.	20.	14.
KP.2.10	134.	63.	63.	0.	21.	34.	20.	14.
KP.2.11	136.	63.	63.	0.	21.	34.	21.	14.
KP.2.12	139.	62.	62.	0.	20.	34.	21.	14.
KP.2.13	139.	63.	63.	0.	20.	35.	20.	15.
KP.2.14	136.	65.	65.	0.	23.	34.	20.	14.
KP.2.15	134.	62.	62.	0.	20.	34.	20.	14.
KP.2.15.1	138.	63.	63.	0.	20.	34.	20.	14.
KP.2.16	135.	62.	62.	0.	20.	34.	20.	15.
KP.2.17	138.	63.	63.	0.	21.	34.	20.	14.
KP.2.18	135.	63.	63.	0.	21.	34.	20.	14.
KP.2.19	140.	62.	62.	0.	20.	34.	21.	14.
KP.2.2	136.	63.	63.	0.	21.	34.	20.	14.
KP.2.20	135.	62.	62.	0.	20.	34.	21.	14.
KP.2.20.1	137.	63.	63.	0.	20.	34.	21.	14.
KP.2.22	136.	62.	62.	0.	20.	34.	21.	14.
KP.2.23	139.	62.	62.	0.	20.	34.	20.	16.
KP.2.24	135.	62.	62.	0.	20.	34.	20.	14.
KP.2.3	135.	63.	63.	0.	21.	34.	20.	15.
KP.2.3.1	137.	64.	64.	0.	21.	35.	20.	15.
KP.2.3.2	137.	64.	64.	0.	22.	34.	20.	15.
KP.2.3.3	139.	64.	64.	0.	22.	34.	20.	15.
KP.2.3.4	139.	64.	64.	0.	21.	35.	20.	15.
KP.2.3.5	138.	64.	64.	0.	21.	35.	20.	15.
KP.2.3.6	137.	64.	64.	0.	21.	34.	20.	15.
KP.2.3.7	137.	63.	63.	0.	21.	34.	21.	15.
KP.2.4	135.	63.	63.	0.	21.	34.	20.	14.
KP.2.5	135.	63.	63.	0.	21.	34.	20.	14.
KP.2.6	135.	63.	63.	0.	21.	34.	20.	14.
KP.2.7	135.	63.	63.	0.	21.	34.	20.	14.
KP.2.8	136.	63.	63.	0.	21.	34.	21.	14.
KP.2.9	136.	63.	63.	0.	20.	34.	20.	14.
KP.3	133.	62.	62.	0.	20.	34.	20.	14.
KP.3.1	135.5	62.	62.	0.	20.	34.	20.	14.
KP.3.1.1	137.	62.	62.	0.	20.	34.	21.	14.
KP.3.1.2	139.	63.	63.	0.	21.	34.	21.	14.
KP.3.1.3	136.	63.	63.	0.	21.	34.	20.	14.
KP.3.1.4	136.	62.	62.	0.	20.	34.	21.	14.
KP.3.1.5	138.	63.	63.	0.	20.	34.	21.	15.
KP.3.1.6	136.	62.	62.	0.	20.	34.	20.	14.
KP.3.1.7	138.	63.	63.	0.	21.	34.	20.	14.
KP.3.1.8	138.	63.	63.	0.	21.	34.	20.	14.
KP.3.2	135.	62.	62.	0.	20.	34.	20.	14.
KP.3.2.1	136.	63.	63.	0.	21.	34.	20.	14.
KP.3.2.2	137.	63.	63.	0.	21.	34.	20.	14.
KP.3.2.3	139.	62.	62.	0.	20.	34.	20.	15.
KP.3.2.4	136.	62.	62.	0.	20.	34.	20.	15.
KP.3.2.5	137.	63.	63.	0.	21.	34.	20.	14.
KP.3.3	136.	62.	62.	0.	20.	34.	20.	15.
KP.3.3.1	140.	63.	63.	0.	20.	34.	20.	16.
KP.3.3.2	138.	63.	63.	0.	20.	35.	21.	15.
KP.3.3.3	137.	62.	62.	0.	20.	34.	20.	15.
KP.3.3.4	138.	62.	62.	0.	20.	34.	21.	15.
KP.3.4	135.	62.	62.	0.	20.	34.	20.	15.
KP.3.4.1	141.	63.	63.	0.	21.	34.	21.	16.
KP.3.5	135.	63.	63.	0.	21.	34.	20.	14.
KP.3.6	134.	63.	63.	0.	21.	34.	20.	14.
KP.4	133.5	61.5	61.5	0.	20.	33.5	20.	14.
KP.4.1	135.	62.	62.	0.	20.	34.	20.	14.
KP.4.1.1	136.	63.	63.	0.	21.	34.	20.	14.
KP.4.1.2	137.	63.	63.	0.	20.	35.	20.	14.
KP.4.1.3	138.	62.	62.	0.	20.	34.	21.	14.
KP.4.2	135.	63.	63.	0.	21.	34.	20.	14.
KP.4.2.1	138.	64.	64.	0.	22.	34.	21.	14.
KP.4.2.2	137.	64.	64.	0.	22.	34.	20.	14.
KP.4.2.3	139.	64.	64.	0.	22.	34.	23.	14.
KP.5	133.	62.	62.	0.	20.	33.	20.	14.
KP.6	133.	62.	62.	0.	20.	34.	20.	14.
KQ.1	132.	62.	62.	0.	20.	33.	20.	14.
KR.1	134.	62.	62.	0.	20.	34.	20.	14.
KR.1.1	135.	63.	63.	0.	21.	34.	20.	14.
KR.1.2	135.	63.	63.	0.	20.	34.	20.	14.
KR.1.3	143.	64.	64.	0.	22.	34.	23.	14.
KR.3	133.	62.	62.	0.	20.	34.	20.	14.
KR.4	136.	62.	62.	0.	21.	33.	21.	14.
KR.4.1	142.	64.	64.	0.	21.	35.	21.	14.
KR.5	137.	61.	61.	0.	20.	33.	22.	14.
KS.1	134.	63.	63.	0.	21.	34.	19.	14.
KS.1.1	137.	64.	64.	0.	22.	34.	20.	14.
KS.1.2	136.	64.	64.	0.	21.	34.	19.	14.
KS.1.3	136.	64.	64.	0.	21.	34.	19.	14.
KT.1	111.	42.	42.	0.	11.	27.	20.	15.
KT.1.1	114.	42.	42.	0.	11.	27.	20.	16.
KT.1.2	114.	42.	42.	0.	11.	27.	21.	16.
KU.1	134.	62.	62.	0.	21.	33.	19.	14.
KU.2	134.5	62.	62.	0.	20.	34.	20.	14.5
KU.2.1	138.	63.	63.	0.	21.	34.	19.	14.
KU.2.2	136.	63.	63.	0.	21.	34.	20.	14.
KV.1	134.	61.	61.	0.	20.	32.	20.	15.
KV.2	134.	61.	61.	0.	20.	32.	21.	15.
KW.1	135.	61.	61.	0.	20.	32.	20.	14.
KW.1.1	137.	62.	62.	0.	20.	33.	21.	14.
KW.1.1.1	139.	63.	63.	0.	21.	33.	21.	14.
KW.1.2	136.	62.	62.	0.	20.	33.	20.	14.
KY.1	133.	61.	61.	0.	20.	33.	20.	15.
KZ.1	132.	61.	61.	0.	20.	33.	21.	14.
KZ.1.1	133.	62.	62.	0.	20.	34.	21.	14.
KZ.1.1.1	135.	63.	63.	0.	20.	34.	22.	14.
L.3	20.	2.	2.	0.	0.	1.	5.	2.
LA.1	132.	62.	62.	0.	20.	34.	19.	14.
LA.2	131.	63.	63.	0.	20.	35.	19.	14.
LB.1	131.	63.	63.	0.	21.	34.	19.	14.
LB.1.1	135.	63.	63.	0.	21.	34.	20.	14.
LB.1.2	132.	63.	63.	0.	21.	34.	20.	14.
LB.1.2.1	133.	64.	64.	0.	22.	34.	20.	14.
LB.1.2.2	135.	64.	64.	0.	21.	34.	20.	14.
LB.1.2.3	135.	64.	64.	0.	22.	34.	21.	14.
LB.1.3	133.	63.	63.	0.	21.	34.	20.	14.
LB.1.3.1	136.	64.	64.	0.	21.	35.	20.	16.
LB.1.3.2	134.	63.	63.	0.	21.	34.	20.	14.
LB.1.3.3	135.	64.	64.	0.	22.	34.	20.	14.
LB.1.4	132.	63.	63.	0.	21.	34.	20.	14.
LB.1.4.1	134.	64.	64.	0.	22.	34.	20.	14.
LB.1.4.3	137.	63.	63.	0.	21.	34.	20.	14.
LB.1.5	135.	63.	63.	0.	21.	34.	20.	14.
LB.1.6	134.	64.	64.	0.	21.	34.	20.	14.
LB.1.7	134.	63.	63.	0.	21.	34.	20.	14.
LB.1.7.1	138.	64.	64.	0.	22.	34.	20.	14.
LB.1.7.2	136.	64.	64.	0.	21.	34.	20.	14.
LB.1.7.3	136.	64.	64.	0.	22.	34.	20.	15.
LB.1.8	133.	63.	63.	0.	21.	34.	20.	14.
LB.1.9	135.	64.	64.	0.	21.	35.	19.	14.
LC.1	132.	62.	62.	0.	21.	33.	20.	14.
LD.1	139.	64.	64.	0.	21.	34.	20.	15.
LE.1	131.	61.	61.	0.	20.	33.	20.	15.
LE.1.1	132.	62.	62.	0.	20.	34.	20.	15.
LE.1.2	133.	62.	62.	0.	21.	33.	21.	15.
LE.1.3	137.	62.	62.	0.	21.	33.	20.	16.
LE.1.3.1	143.	64.	64.	0.	22.	34.	20.	17.
LE.2	134.	62.	62.	0.	21.	33.	20.	16.
LF.1	132.	62.	62.	0.	20.	34.	21.	14.
LF.1.1	135.	62.	62.	0.	20.	34.	21.	14.
LF.1.1.1	136.	62.	62.	0.	20.	34.	21.	14.
LF.2	132.	62.	62.	0.	20.	34.	20.	15.
LF.3	133.	62.	62.	0.	20.	34.	20.	14.
LF.3.1	134.	63.	63.	0.	20.	35.	20.	14.
LF.3.1.1	138.	63.	63.	0.	20.	35.	20.	14.
LF.4	132.	62.	62.	0.	20.	34.	20.	15.
LF.4.1	135.	62.	62.	0.	20.	34.	21.	16.
LF.5	134.	64.	64.	0.	22.	34.	19.	14.
LF.6	133.	62.	62.	0.	20.	34.	19.	14.
LF.7	143.	67.	67.	0.	24.	35.	20.	14.
LF.8	135.	63.	63.	0.	21.	34.	19.	14.
LF.8.1	137.	64.	64.	0.	22.	34.	20.	14.
LF.8.1.1	138.	65.	65.	0.	23.	34.	20.	14.
LF.9	131.	63.	63.	0.	21.	34.	19.	14.
LF.9.1	132.	64.	64.	0.	22.	34.	19.	14.
LG.1	140.	64.	64.	0.	21.	34.	21.	14.
LH.1	134.	63.	63.	0.	21.	34.	20.	15.
LH.2	137.	64.	64.	0.	22.	34.	20.	15.
LJ.1	136.	62.	62.	0.	21.	33.	19.	16.
LK.1	136.	62.	62.	0.	20.	33.	22.	14.
LK.2	133.	62.	62.	0.	20.	33.	20.	14.
LK.2.1	137.	64.	64.	0.	20.	34.	20.	14.
LL.1	135.	63.	63.	0.	21.	33.	20.	14.
LM.1	136.	62.	62.	0.	20.	34.	20.	14.
LN.1	132.	61.	61.	0.	20.	33.	19.	14.
LN.1.1	135.	63.	63.	0.	20.	35.	19.	14.
LP.1	136.5	62.	62.	0.	20.	34.	20.	14.
LP.1.1	138.	63.	63.	0.	21.	34.	20.	14.
LP.1.2	139.	63.	63.	0.	21.	34.	20.	14.
LP.2	137.	63.	63.	0.	21.	34.	21.	14.
